-1	744139
-10	16232
-100	172
-1003	2
-1004	1
-1005	1
-1006	1
-101	158
-1019	2
-102	164
-1021	1
-1023	1
-1024	1
-1027	1
-1029	1
-103	155
-1031	1
-1032	1
-1034	1
-1035	1
-1036	1
-1037	1
-1038	1
-1039	1
-104	154
-1042	1
-1043	2
-1049	2
-10495	1
-105	145
-1055	1
-1056	1
-10569	1
-1057	1
-1058	1
-1059	1
-106	145
-1060	2
-1063	1
-1064	2
-1065	1
-1066	1
-1067	4
-1068	1
-107	138
-1072	1
-1073	1
-1078	1
-108	141
-1081	2
-1083	1
-1086	1
-1087	1
-1088	1
-109	148
-1093	1
-1096	2
-11	13607
-110	138
-1100	2
-1105	1
-111	139
-1110	1
-1112	1
-1115	1
-112	133
-1121	3
-1122	1
-1125	1
-1127	1
-1129	1
-113	125
-1130	1
-1133	1
-1139	1
-114	118
-1143	1
-1147	1
-1149	2
-115	122
-1155	1
-116	118
-1163	2
-1166	1
-1167	1
-117	104
-1170	1
-1172	1
-1173	2
-1175	2
-1176	1
-118	100
-1181	1
-1182	2
-1185	1
-119	115
-1197	1
-12	11849
-120	117
-1206	1
-121	95
-1213	2
-1216	2
-1217	1
-1219	2
-122	118
-1220	1
-1221	2
-1226	1
-1227	1
-1229	1
-123	92
-1234	1
-1236	1
-1239	1
-124	115
-1241	1
-1242	1
-12422	1
-1245	1
-125	102
-1252	1
-1253	2
-1257	1
-126	106
-127	99
-1273	1
-1274	2
-1277	2
-1278	1
-128	105
-1281	1
-1284	1
-1286	1
-1287	2
-1289	1
-129	103
-1291	1
-13	10553
-130	108
-1300	1
-1305	1
-1309	1
-131	72
-1312	1
-1313	1
-1319	1
-132	93
-1325	1
-1326	1
-133	86
-1330	1
-1337	1
-134	101
-1341	1
-13429	1
-1345	1
-1348	1
-135	75
-1350	1
-1354	1
-136	101
-1364	1
-1366	1
-137	77
-1371	1
-1374	1
-1376	1
-13783	1
-1379	2
-138	56
-1380	1
-1386	1
-139	75
-1391	1
-1392	1
-1394	1
-1395	1
-1398	1
-1399	1
-14	9314
-140	80
-141	70
-1410	1
-1412	1
-1417	1
-1419	1
-142	75
-1422	1
-1429	2
-143	91
-1432	1
-1434	2
-1435	1
-144	74
-1441	1
-1448	1
-1449	1
-145	66
-1451	1
-1459	4
-146	68
-1466	1
-147	80
-1475	1
-148	78
-1483	1
-1485	1
-1486	1
-149	69
-1494	2
-1498	1
-15	8218
-150	56
-1506	1
-151	61
-1513	1
-1518	2
-152	74
-1521	1
-1524	1
-1525	1
-1528	1
-153	77
-154	71
-1540	1
-1546	1
-155	67
-1555	1
-1556	1
-156	49
-1560	1
-1561	2
-157	67
-1570	1
-1571	1
-158	63
-1581	1
-1585	1
-159	56
-1590	1
-1595	2
-16	7385
-160	58
-1602	1
-161	56
-1613	1
-162	58
-1620	1
-1622	2
-1627	1
-163	65
-1638	1
-1639	1
-164	55
-1643	1
-1648	1
-165	61
-1652	1
-1653	1
-1657	1
-166	57
-1663	1
-1664	1
-1665	1
-1666	1
-167	63
-1670	1
-1673	1
-168	55
-1682	2
-1686	1
-169	61
-1690	1
-1699	2
-17	6713
-170	67
-1702	1
-1707	1
-171	42
-1712	1
-1713	1
-1717	1
-1718	1
-172	52
-1721	1
-173	44
-174	61
-175	43
-1754	1
-1758	1
-176	52
-1766	1
-177	45
-1776	2
-1777	2
-178	36
-1783	1
-1785	1
-179	31
-18	5979
-180	43
-1803	1
-1809	1
-181	53
-1815	1
-1817	1
-182	33
-183	53
-1833	1
-1837	1
-1838	1
-184	36
-1849	1
-185	47
-1850	1
-1851	1
-1852	1
-1855	1
-186	49
-1866	1
-187	46
-188	46
-1889	1
-189	38
-1894	1
-1896	1
-19	5488
-190	38
-191	44
-192	32
-193	39
-1931	1
-1933	1
-1934	1
-1935	1
-194	47
-1947	2
-195	41
-1953	1
-1954	1
-196	38
-1965	1
-197	24
-198	36
-1980	1
-1984	1
-1988	1
-199	46
-1991	1
-2	283840
-20	4998
-200	39
-201	31
-2016	1
-2017	1
-202	37
-203	38
-2034	1
-204	41
-2040	1
-205	28
-206	36
-2066	1
-2067	1
-207	29
-208	40
-209	43
-21	4553
-210	29
-211	38
-2110	1
-212	25
-2123	1
-213	26
-2132	1
-2139	1
-214	41
-215	29
-2159	1
-216	37
-2160	1
-217	37
-2171	1
-2177	1
-218	25
-2180	1
-219	27
-22	4240
-220	45
-2202	2
-2203	1
-221	37
-222	21
-223	34
-2237	1
-224	35
-225	38
-2258	1
-2259	1
-226	31
-2262	1
-227	39
-2270	1
-2273	1
-2278	1
-228	24
-229	27
-23	3856
-230	25
-2302	1
-2303	2
-2306	1
-231	26
-2318	1
-232	15
-233	22
-2332	1
-234	21
-235	21
-2357	1
-236	27
-2365	1
-237	29
-2373	1
-2379	1
-238	28
-2382	1
-2384	1
-2386	1
-239	20
-24	3655
-240	33
-2409	1
-241	27
-242	33
-2429	1
-243	20
-2433	1
-244	22
-245	33
-246	22
-2469	1
-247	19
-2472	1
-2477	1
-248	27
-2480	1
-249	24
-2493	1
-25	3392
-250	16
-251	25
-2510	1
-252	29
-253	23
-254	21
-255	18
-2556	1
-256	28
-257	18
-2577	1
-258	22
-259	18
-26	3044
-260	26
-2600	1
-261	16
-262	22
-263	21
-264	19
-2642	1
-265	21
-2652	1
-266	20
-2663	1
-2664	1
-2667	1
-267	20
-268	19
-269	17
-27	2909
-270	26
-271	12
-272	10
-2723	1
-273	17
-2730	1
-2733	1
-274	16
-2744	1
-275	18
-2757	1
-276	22
-2761	1
-2765	1
-277	17
-278	12
-2784	1
-2789	1
-279	14
-2795	1
-28	2787
-280	19
-281	16
-2813	1
-282	20
-283	13
-284	16
-2846	1
-2848	1
-285	17
-2850	1
-286	25
-287	22
-288	13
-289	16
-29	2572
-290	11
-291	12
-2911	1
-292	20
-293	15
-2932	1
-294	13
-295	19
-2952	1
-296	17
-297	12
-298	9
-299	8
-2990	1
-3	142609
-30	2414
-300	18
-3000	1
-3001	1
-3009	1
-301	19
-302	15
-3024	1
-3025	1
-303	15
-304	11
-305	18
-3054	1
-306	14
-3061	1
-3062	1
-307	9
-308	17
-3088	1
-309	16
-3096	1
-3099	1
-31	2279
-310	16
-311	12
-3112	1
-312	13
-3127	1
-313	17
-314	12
-315	13
-316	16
-317	11
-318	16
-3180	1
-3186	1
-319	8
-3190	2
-32	2182
-320	17
-321	18
-322	11
-323	13
-324	17
-325	7
-326	8
-327	9
-328	5
-329	12
-33	1992
-330	14
-3301	1
-331	13
-332	8
-333	16
-334	10
-335	15
-336	6
-337	13
-338	11
-339	9
-3393	1
-34	1849
-340	9
-3405	1
-341	15
-342	10
-3427	1
-343	12
-344	9
-345	12
-3450	1
-346	10
-347	16
-3477	1
-3478	1
-348	5
-3480	1
-349	11
-35	1741
-350	13
-351	15
-352	9
-353	9
-354	6
-3542	1
-355	4
-356	11
-357	8
-3577	1
-358	2
-359	9
-36	1633
-360	6
-361	8
-362	5
-363	9
-364	10
-3644	1
-365	9
-366	9
-3662	1
-367	13
-368	8
-369	10
-37	1632
-370	6
-371	5
-3715	1
-372	9
-373	9
-374	11
-375	13
-376	7
-377	6
-3771	1
-378	6
-379	9
-38	1435
-380	13
-381	4
-382	6
-383	12
-384	5
-3847	1
-3848	1
-385	7
-386	6
-387	6
-388	11
-389	7
-3891	1
-3899	1
-39	1422
-390	8
-391	10
-392	11
-393	5
-394	7
-3947	1
-395	4
-396	11
-397	6
-398	10
-3982	1
-399	10
-4	85519
-40	1402
-400	6
-401	8
-402	2
-403	11
-404	7
-405	4
-406	7
-407	6
-408	11
-409	7
-41	1293
-410	4
-411	8
-412	9
-413	7
-414	6
-415	5
-4155	1
-416	5
-417	5
-418	8
-419	4
-42	1258
-420	5
-421	8
-4216	1
-422	4
-423	9
-424	6
-425	6
-426	2
-427	10
-428	5
-429	3
-43	1116
-430	3
-431	5
-432	6
-433	10
-434	8
-435	5
-436	3
-437	5
-438	5
-439	5
-44	1067
-440	6
-441	5
-442	10
-443	7
-4435	1
-4436	1
-444	5
-4444	1
-445	4
-446	6
-447	1
-448	3
-449	4
-45	1067
-450	8
-451	6
-452	4
-453	4
-454	8
-455	4
-456	3
-4565	1
-457	4
-458	8
-459	5
-46	1008
-460	4
-461	6
-462	1
-463	6
-464	5
-465	1
-4650	1
-466	2
-467	5
-468	3
-469	5
-47	992
-471	2
-472	6
-473	2
-474	2
-475	5
-476	2
-477	7
-4772	1
-478	4
-479	2
-48	940
-480	5
-482	5
-483	5
-484	8
-485	2
-486	1
