-4864	1
-487	4
-4870	1
-4874	1
-488	6
-489	4
-49	912
-490	4
-491	5
-492	5
-493	6
-494	3
-495	2
-496	4
-497	3
-498	2
-499	6
-4997	1
-5	56897
-50	832
-500	3
-501	1
-502	5
-503	6
-504	6
-505	3
-506	6
-507	5
-508	7
-509	5
-51	832
-510	7
-511	7
-512	4
-513	5
-514	4
-515	2
-516	4
-517	1
-518	1
-519	3
-52	765
-520	2
-521	5
-522	3
-523	2
-524	1
-525	4
-526	4
-527	7
-528	2
-529	2
-5298	1
-53	762
-530	3
-5308	1
-531	3
-532	2
-533	1
-534	4
-535	4
-536	3
-537	5
-5373	1
-538	6
-539	2
-54	687
-540	11
-541	2
-542	3
-544	3
-5449	1
-545	3
-546	6
-547	3
-548	6
-549	2
-55	643
-550	2
-551	5
-552	3
-553	5
-554	6
-555	2
-556	3
-557	5
-558	3
-559	4
-56	633
-560	3
-561	1
-562	4
-563	8
-564	1
-565	5
-566	3
-567	4
-568	4
-569	4
-57	599
-570	4
-572	3
-5724	1
-574	3
-575	2
-576	4
-577	3
-578	5
-579	2
-58	600
-580	2
-581	3
-582	1
-583	2
-584	2
-585	4
-587	1
-588	1
-5880	1
-589	1
-59	590
-590	2
-591	4
-592	1
-593	5
-594	1
-595	3
-596	3
-597	1
-599	2
-6	40638
-60	587
-600	1
-601	4
-602	5
-603	3
-604	1
-605	3
-606	3
-607	4
-608	2
-609	2
-61	547
-610	5
-611	3
-612	4
-613	3
-615	5
-616	2
-617	2
-618	1
-619	3
-62	509
-620	4
-621	1
-622	1
-623	1
-624	3
-625	1
-626	2
-627	1
-628	3
-6295	1
-63	477
-630	2
-631	4
-632	1
-633	3
-634	1
-635	2
-636	1
-637	2
-64	472
-640	1
-641	3
-6421	1
-643	1
-644	4
-6445	1
-645	2
-646	2
-647	2
-648	3
-649	3
-65	452
-650	2
-651	1
-652	1
-653	2
-654	4
-655	1
-657	3
-658	2
-66	456
-660	1
-661	3
-662	5
-663	3
-665	2
-666	4
-667	1
-668	2
-669	1
-67	425
-670	1
-671	4
-672	1
-673	1
-674	4
-675	1
-676	2
-677	1
-678	2
-679	3
-68	388
-680	2
-681	2
-682	1
-684	3
-6853	1
-686	1
-687	3
-688	3
-689	4
-69	421
-690	3
-691	4
-692	2
-693	2
-694	2
-6940	1
-695	1
-696	2
-697	3
-698	2
-7	30718
-70	439
-700	1
-702	4
-703	1
-704	3
-705	1
-706	2
-707	1
-708	1
-709	1
-71	383
-710	3
-711	4
-713	2
-714	1
-715	1
-717	3
-718	2
-72	376
-721	1
-722	2
-723	2
-724	2
-725	1
-727	1
-73	354
-730	1
-731	1
-734	1
-735	1
-736	1
-737	2
-738	4
-739	2
-74	348
-740	3
-741	1
-742	1
-744	2
-745	1
-746	1
-748	2
-75	335
-750	1
-751	1
-753	1
-754	1
-756	2
-758	1
-759	2
-76	306
-760	1
-761	1
-762	3
-763	1
-764	3
-765	2
-77	314
-771	2
-772	3
-773	1
-774	1
-775	1
-776	2
-777	1
-778	1
-779	2
-78	287
-780	2
-781	2
-782	2
-783	1
-785	1
-786	1
-789	1
-79	316
-791	3
-792	4
-794	2
-795	2
-796	1
-797	1
-798	5
-799	2
-8	23973
-80	291
-800	5
-801	2
-802	3
-805	2
-806	3
-807	1
-808	3
-809	1
-81	316
-810	5
-811	1
-812	1
-813	1
-815	2
-817	5
-818	2
-82	284
-820	1
-821	1
-826	2
-827	3
-828	3
-829	2
-83	274
-831	1
-835	1
-837	3
-84	265
-841	1
-8415	1
-843	1
-844	3
-845	1
-846	3
-847	5
-849	1
-85	255
-850	1
-851	4
-855	1
-859	2
-86	224
-860	1
-862	1
-864	1
-865	2
-866	1
-867	1
-869	1
-87	246
-871	1
-873	1
-875	1
-876	1
-877	2
-879	1
-88	244
-881	1
-882	1
-883	1
-884	1
-885	2
-89	226
-891	2
-893	4
-894	1
-895	1
-898	1
-899	1
-9	19497
-90	213
-900	1
-901	1
-903	1
-905	2
-909	1
-91	212
-910	2
-912	2
-913	1
-916	1
-917	1
-92	211
-920	1
-923	1
-924	1
-926	1
-929	2
-93	194
-930	3
-931	1
-934	2
-937	2
-938	1
-94	207
-942	1
-943	1
-944	1
-945	2
-949	1
-95	190
-951	1
-955	1
-956	2
-958	2
-959	1
-96	179
-960	1
-961	1
-963	2
-965	1
-966	1
-967	1
-968	1
-969	3
-97	198
-970	1
-976	1
-977	2
-978	1
-98	165
-981	1
-983	1
-985	2
-986	3
-988	2
-99	160
-990	1
-991	2
-992	1
-995	1
-996	2
-998	1
-999	2
0	1138373
1	836112
10	26028
100	118
1009	1
101	104
1017	1
102	116
1020	1
103	132
104	112
105	110
106	121
107	128
108	117
10882	1
109	107
11	21524
110	108
111	121
112	111
113	108
114	107
115	91
116	90
1166	1
117	95
118	91
119	88
12	17995
120	83
121	94
122	84
123	72
124	98
125	101
126	84
127	89
1270	1
1271	1
128	76
129	91
13	14966
130	88
131	70
132	85
133	78
134	66
135	79
136	66
137	50
138	63
139	85
14	13017
140	95
1400	1
141	68
142	52
143	70
1433	1
144	86
145	68
146	65
147	69
14772	1
148	53
149	59
15	11179
150	59
151	61
152	57
153	60
154	56
155	61
156	59
157	58
158	48
159	45
16	9803
160	58
161	45
162	47
163	41
164	44
165	39
166	52
167	36
168	47
169	41
17	8517
170	39
171	40
172	44
173	46
174	49
175	47
176	35
17697	1
177	36
178	32
179	40
18	7339
180	49
181	37
182	31
183	35
184	33
185	29
186	44
187	30
188	28
189	34
19	6589
190	25
191	37
192	28
193	24
194	30
195	24
196	27
197	29
1972	1
198	36
199	26
2	371982
20	5809
200	28
201	30
202	37
203	24
204	33
205	34
206	26
207	26
208	15
209	20
21	5174
210	23
211	19
212	28
213	20
214	22
2142	1
215	19
2157	1
216	23
217	20
218	31
219	23
22	4711
220	20
221	22
222	20
223	25
224	18
225	20
226	15
227	14
228	32
229	17
23	4228
230	19
231	23
232	16
233	17
234	19
235	21
236	17
237	16
238	14
239	9
24	3835
240	26
241	16
242	20
243	12
244	17
245	10
246	13
247	12
248	19
249	16
25	3420
250	14
251	19
252	17
253	11
254	14
255	18
256	13
257	8
258	13
2586	1
259	15
26	3181
260	10
261	12
262	29
263	23
264	16
265	19
266	23
267	19
268	23
269	18
27	2836
270	17
271	18
272	17
273	16
274	24
275	16
276	24
277	25
278	19
279	24
28	2610
280	18
281	19
282	20
283	10
2837	1
284	11
285	12
286	12
287	8
288	9
289	10
29	2459
290	5
291	5
292	8
293	7
294	4
295	4
296	7
297	7
298	18
299	10
3	218100
30	2277
300	13
301	14
302	13
303	7
304	11
305	7
306	3
307	6
308	8
309	10
31	2066
310	2
311	8
312	16
313	6
314	5
315	8
316	8
317	2
318	6
319	5
32	1936
320	3
321	4
322	7
323	3
324	4
325	5
326	11
327	4
328	12
329	7
33	1718
330	4
331	1
332	4
333	5
334	9
335	10
336	5
337	2
338	7
339	3
34	1660
340	7
341	2
342	8
343	5
344	4
345	4
346	5
347	2
348	3
349	2
35	1625
350	6
351	9
352	7
353	11
354	5
355	5
356	4
357	5
358	7
359	3
36	1437
360	3
361	7
362	6
363	5
364	4
365	7
366	3
367	5
368	11
369	7
37	1354
370	8
371	4
372	5
373	2
374	5
375	5
376	9
377	2
378	6
3784	1
379	6
38	1278
380	5
381	6
382	5
383	3
384	10
385	4
386	4
387	3
388	7
389	4
39	1195
390	6
391	6
392	6
393	6
394	4
395	8
396	6
398	3
399	2
4	142204
40	1153
400	5
401	5
402	6
403	2
404	3
405	3
406	3
4067	1
407	2
408	6
409	4
41	1099
410	3
4109	1
411	5
412	6
413	4
414	4
415	4
416	2
417	1
418	9
419	1
42	968
420	5
421	3
422	5
423	11
424	4
425	7
426	11
427	5
428	5
429	6
43	975
430	4
431	7
432	7
433	6
434	7
435	5
436	2
437	6
438	4
439	4
44	898
440	6
441	4
442	5
443	6
445	2
446	6
447	4
448	6
449	3
45	870
450	3
451	2
452	6
453	5
454	4
455	3
456	4
457	2
458	3
459	1
46	759
460	5
461	5
462	3
463	3
464	4
465	1
466	3
467	2
468	4
4696	1
47	822
470	2
471	2
472	2
473	5
474	3
475	5
476	3
477	3
478	4
479	2
48	739
480	3
481	3
482	4
483	2
484	1
485	3
486	7
487	3
488	4
489	3
49	695
490	1
491	4
492	4
493	3
494	2
495	5
496	2
497	2
498	6
499	2
5	98323
50	661
500	2
501	1
502	3
503	3
504	3
505	2
506	3
508	2
51	613
511	3
512	1
513	5
514	2
515	2
516	4
517	1
518	1
519	2
52	590
520	3
521	2
522	2
523	3
524	3
525	5
526	5
527	2
528	2
529	2
53	605
530	3
531	2
532	3
535	3
537	1
538	2
539	2
54	530
540	6
541	3
542	4
543	2
544	2
545	1
546	5
547	4
548	4
549	6
55	526
550	3
551	5
552	2
553	4
554	3
555	3
556	1
557	1
558	3
559	3
56	478
560	4
561	3
562	4
563	2
564	3
565	2
566	3
567	4
568	2
569	1
57	447
570	2
571	1
572	3
574	3
576	1
577	5
578	1
579	2
58	474
582	3
583	3
584	8
585	3
586	1
587	1
588	4
589	1
59	432
590	2
591	2
592	2
593	3
594	1
595	2
596	4
598	1
599	1
6	69972
60	424
600	3
601	4
602	1
604	1
605	1
606	4
607	2
608	2
609	2
61	445
610	1
611	2
612	2
613	2
614	2
615	2
616	2
617	3
618	2
619	2
62	374
620	1
621	2
623	4
624	2
626	2
628	1
629	1
63	410
630	3
631	1
632	1
633	5
634	5
635	2
636	5
637	3
639	2
64	399
641	4
642	1
643	2
644	3
645	2
646	2
647	2
648	5
649	3
65	372
650	4
651	1
652	1
653	3
654	2
655	1
656	4
657	2
6573	1
658	2
659	2
66	352
660	7
662	2
663	2
665	2
666	1
667	4
668	3
669	1
67	321
672	2
673	3
675	1
677	1
678	5
679	1
68	345
680	2
681	1
684	1
686	2
688	1
689	2
69	336
690	2
692	1
694	2
696	3
697	2
698	2
7	52271
70	303
701	2
703	2
706	3
708	1
71	258
712	2
713	1
714	1
72	289
722	1
73	266
730	1
734	1
735	1
74	240
740	1
744	1
746	1
748	1
75	258
753	2
7544	1
76	268
764	1
769	1
77	221
776	1
78	261
780	1
781	1
785	1
787	1
79	238
792	1
794	1
8	40819
80	247
803	1
809	1
81	213
814	1
819	1
82	224
826	1
829	1
83	217
832	1
837	1
84	187
85	187
857	1
86	177
864	1
87	165
875	1
877	1
878	1
88	172
89	166
892	1
895	1
9	32132
90	155
900	1
91	148
92	165
93	147
94	145
95	166
951	1
953	1
96	147
967	1
97	133
974	1
979	1
98	140
99	134
